# SYNTHETIC data — 29.05 ultrasound point-scatterer phantom
# EDUCATIONAL/SYNTHETIC ONLY — no patient data, no diagnostic or therapeutic claim.
# generated by scripts/make_synthetic.py, seed=42
# regenerate: python make_synthetic.py --seed 42
# counts: 9 wire, 1400 inclusion, 18000 speckle (total 19409)
# columns: kind,x_m,z_m,amp_rel (kind: wire | inclusion | speckle; x_m/z_m in meters,
#          array/image frame per kernels.cuh; amp_rel: unitless relative reflectivity)
kind,x_m,z_m,amp_rel
speckle,0.00618724,0.01396489,1.0000
speckle,0.00926885,0.01946430,1.0000
speckle,0.00624097,0.02483571,1.0000
speckle,0.00644428,0.01071079,1.0000
speckle,-0.00852311,0.01507177,1.0000
speckle,0.00037952,0.01147895,1.0000
speckle,0.00247246,0.02488520,1.0000
speckle,-0.00156200,0.02414373,1.0000
speckle,0.00495781,0.02487833,1.0000
speckle,0.00825734,0.01466105,1.0000
speckle,-0.00871221,0.02583064,1.0000
speckle,0.00553613,0.02400224,1.0000
speckle,0.00132801,0.02755246,1.0000
speckle,0.00027917,0.01559547,1.0000
speckle,0.00367059,0.01874276,1.0000
speckle,0.00418368,0.02079200,1.0000
speckle,0.00686636,0.02841707,1.0000
speckle,-0.00609115,0.01825101,1.0000
speckle,-0.00828581,0.01951058,1.0000
speckle,-0.00401574,0.02705155,1.0000
speckle,0.00586699,0.01796237,1.0000
speckle,-0.00109713,0.01858517,1.0000
speckle,-0.00197086,0.02343345,1.0000
speckle,-0.00771153,0.02190281,1.0000
speckle,-0.00638900,0.01229748,1.0000
speckle,0.00936119,0.01556606,1.0000
speckle,-0.00043937,0.01709048,1.0000
speckle,0.00675117,0.02594543,1.0000
speckle,-0.00590503,0.02921439,1.0000
speckle,-0.00193260,0.02953889,1.0000
speckle,0.00648895,0.01784544,1.0000
speckle,0.00849826,0.01526037,1.0000
speckle,-0.00616959,0.02827226,1.0000
speckle,0.00850600,0.01462000,1.0000
speckle,-0.00920995,0.02796410,1.0000
speckle,0.00486801,0.02968244,1.0000
speckle,-0.00072481,0.02534034,1.0000
speckle,-0.00455128,0.02505560,1.0000
speckle,0.00436989,0.01470575,1.0000
speckle,-0.00777302,0.02028984,1.0000
speckle,-0.00065830,0.02474585,1.0000
speckle,-0.00247980,0.01272780,1.0000
speckle,0.00391210,0.01418205,1.0000
speckle,0.00488906,0.02145026,1.0000
speckle,0.00908876,0.01149987,1.0000
speckle,0.00561281,0.02660691,1.0000
speckle,0.00713913,0.01804914,1.0000
speckle,0.00797401,0.01821898,1.0000
speckle,0.00809723,0.01406598,1.0000
speckle,-0.00013974,0.01477263,1.0000
speckle,0.00926670,0.01281266,1.0000
speckle,0.00061646,0.01718608,1.0000
speckle,-0.00187536,0.02530261,1.0000
speckle,0.00509063,0.01477903,1.0000
speckle,-0.00677152,0.02555855,1.0000
speckle,0.00667140,0.01455085,1.0000
speckle,0.00327438,0.01391303,1.0000
speckle,0.00471721,0.01433321,1.0000
speckle,-0.00873551,0.02601231,1.0000
speckle,0.00408826,0.02629631,1.0000
speckle,0.00438696,0.02415899,1.0000
speckle,-0.00839972,0.02083843,1.0000
speckle,0.00158047,0.01306595,1.0000
speckle,-0.00549681,0.02845075,1.0000
speckle,-0.00876025,0.02471543,1.0000
speckle,-0.00919056,0.01413177,1.0000
speckle,-0.00501543,0.02507627,1.0000
speckle,0.00343664,0.02256576,1.0000
speckle,0.00070324,0.02602754,1.0000
speckle,-0.00190587,0.02516125,1.0000
speckle,-0.00784920,0.01728492,1.0000
speckle,-0.00024692,0.02092005,1.0000
speckle,0.00793211,0.01552601,1.0000
speckle,-0.00528053,0.01225994,1.0000
speckle,0.00044678,0.02409076,1.0000
speckle,0.00237443,0.02490318,1.0000
speckle,0.00351717,0.01250523,1.0000
speckle,0.00845018,0.02138452,1.0000
speckle,-0.00214992,0.01062131,1.0000
speckle,0.00897218,0.02247997,1.0000
speckle,-0.00383910,0.02667652,1.0000
speckle,-0.00269701,0.01616756,1.0000
speckle,0.00624158,0.01309514,1.0000
speckle,-0.00248820,0.02321434,1.0000
speckle,0.00074033,0.01461568,1.0000
speckle,0.00226961,0.01335243,1.0000
speckle,-0.00395993,0.01657025,1.0000
speckle,0.00400982,0.02250724,1.0000
speckle,-0.00093432,0.02286524,1.0000
speckle,0.00922725,0.02198917,1.0000
speckle,0.00042102,0.01733560,1.0000
speckle,-0.00556145,0.02438106,1.0000
speckle,-0.00690361,0.02954567,1.0000
speckle,-0.00538837,0.02587410,1.0000
speckle,-0.00868530,0.02200267,1.0000
speckle,0.00213585,0.02207946,1.0000
speckle,0.00777766,0.02343261,1.0000
speckle,0.00033617,0.01452324,1.0000
speckle,-0.00542893,0.02375168,1.0000
speckle,-0.00897028,0.01350063,1.0000
speckle,0.00176462,0.01755814,1.0000
speckle,0.00153510,0.02337934,1.0000
speckle,0.00872230,0.02577864,1.0000
speckle,0.00525230,0.02351015,1.0000
speckle,0.00427670,0.01277868,1.0000
speckle,-0.00918035,0.01875669,1.0000
speckle,0.00708668,0.02458696,1.0000
speckle,0.00045135,0.02267519,1.0000
speckle,0.00502737,0.01812349,1.0000
speckle,-0.00079444,0.02951506,1.0000
speckle,-0.00010881,0.01943801,1.0000
speckle,0.00697165,0.02637946,1.0000
speckle,0.00144771,0.02061871,1.0000
speckle,-0.00476367,0.02115457,1.0000
speckle,-0.00266255,0.02224337,1.0000
speckle,0.00734286,0.01031881,1.0000
speckle,0.00052146,0.01389285,1.0000
speckle,-0.00664324,0.01941223,1.0000
speckle,-0.00622475,0.01230137,1.0000
speckle,-0.00277357,0.02503183,1.0000
speckle,-0.00485015,0.02343389,1.0000
speckle,-0.00385482,0.02141156,1.0000
speckle,0.00913281,0.01472033,1.0000
speckle,0.00194989,0.02223268,1.0000
speckle,0.00783873,0.01590719,1.0000
speckle,-0.00562002,0.02121991,1.0000
speckle,-0.00337676,0.02473552,1.0000
speckle,-0.00160255,0.01874831,1.0000
speckle,0.00305542,0.01743922,1.0000
speckle,-0.00799966,0.01142923,1.0000
speckle,-0.00017671,0.01090744,1.0000
speckle,-0.00658720,0.02683215,1.0000
speckle,-0.00910484,0.01314154,1.0000
speckle,0.00576530,0.01937421,1.0000
speckle,-0.00556435,0.02332673,1.0000
speckle,-0.00523679,0.02471236,1.0000
speckle,-0.00624640,0.02457511,1.0000
speckle,0.00294806,0.01924736,1.0000
speckle,0.00413255,0.02634050,1.0000
speckle,-0.00620378,0.02445645,1.0000
speckle,-0.00404048,0.02009685,1.0000
speckle,0.00901814,0.01856604,1.0000
speckle,-0.00204098,0.02576080,1.0000
speckle,0.00150889,0.01094767,1.0000
speckle,-0.00920492,0.02094508,1.0000
speckle,-0.00130112,0.02426795,1.0000
speckle,0.00427243,0.02480712,1.0000
speckle,-0.00549199,0.02696184,1.0000
speckle,0.00797073,0.01897712,1.0000
speckle,0.00505332,0.02749942,1.0000
speckle,0.00240546,0.01413542,1.0000
speckle,-0.00058226,0.01723364,1.0000
speckle,-0.00257433,0.02852524,1.0000
speckle,-0.00768232,0.02953936,1.0000
speckle,0.00554524,0.02556571,1.0000
speckle,0.00218757,0.01075025,1.0000
speckle,-0.00568084,0.01217651,1.0000
speckle,-0.00160113,0.02805666,1.0000
speckle,0.00509788,0.02304450,1.0000
speckle,-0.00252396,0.02872199,1.0000
speckle,0.00472307,0.02610343,1.0000
speckle,0.00405652,0.01841826,1.0000
speckle,0.00867368,0.02650660,1.0000
speckle,-0.00460710,0.01987890,1.0000
speckle,-0.00538793,0.02893179,1.0000
speckle,-0.00500439,0.01884531,1.0000
speckle,0.00092312,0.01140501,1.0000
speckle,0.00509467,0.02760209,1.0000
speckle,0.00397694,0.01283690,1.0000
speckle,0.00833563,0.01088189,1.0000
speckle,-0.00316301,0.01877282,1.0000
speckle,0.00786575,0.01200479,1.0000
speckle,-0.00580201,0.02082101,1.0000
speckle,0.00740587,0.02465891,1.0000
speckle,-0.00108020,0.02181225,1.0000
speckle,0.00794043,0.02077107,1.0000
speckle,-0.00495588,0.01893418,1.0000
speckle,-0.00858415,0.02619658,1.0000
speckle,0.00015249,0.02230801,1.0000
speckle,0.00006324,0.01796438,1.0000
speckle,0.00464184,0.01142050,1.0000
speckle,-0.00489282,0.02022318,1.0000
speckle,0.00132819,0.02177884,1.0000
speckle,0.00325365,0.01574012,1.0000
speckle,0.00568164,0.02877466,1.0000
speckle,-0.00629049,0.02834857,1.0000
speckle,-0.00379440,0.02727239,1.0000
speckle,-0.00266345,0.02055076,1.0000
speckle,0.00178346,0.01373000,1.0000
speckle,-0.00729256,0.02621281,1.0000
speckle,0.00349735,0.01784419,1.0000
speckle,0.00606384,0.02008544,1.0000
speckle,-0.00820624,0.02040959,1.0000
speckle,-0.00855387,0.01670428,1.0000
speckle,-0.00356558,0.02236482,1.0000
speckle,-0.00222290,0.01031342,1.0000
speckle,-0.00376649,0.02586619,1.0000
speckle,-0.00541557,0.01810581,1.0000
speckle,-0.00110363,0.01921538,1.0000
speckle,0.00441152,0.02160707,1.0000
speckle,0.00295298,0.02739801,1.0000
speckle,-0.00139065,0.01391350,1.0000
speckle,0.00911824,0.01491215,1.0000
speckle,0.00140159,0.02350324,1.0000
speckle,0.00373655,0.02929327,1.0000
speckle,0.00096348,0.01823024,1.0000
speckle,0.00005092,0.02826817,1.0000
speckle,-0.00808156,0.02122276,1.0000
speckle,0.00261001,0.01112266,1.0000
speckle,0.00617670,0.01267889,1.0000
speckle,0.00039732,0.01459925,1.0000
speckle,0.00082359,0.02416419,1.0000
speckle,0.00303634,0.01032463,1.0000
speckle,0.00592054,0.02030312,1.0000
speckle,-0.00346572,0.01030628,1.0000
speckle,0.00681701,0.01354660,1.0000
speckle,-0.00303176,0.02687892,1.0000
speckle,-0.00577117,0.02036197,1.0000
speckle,-0.00740855,0.02729384,1.0000
speckle,-0.00881407,0.01387657,1.0000
speckle,-0.00386710,0.01716412,1.0000
speckle,-0.00064488,0.02898430,1.0000
speckle,-0.00765832,0.01757078,1.0000
speckle,-0.00836978,0.02480487,1.0000
speckle,0.00289662,0.01205796,1.0000
speckle,-0.00385017,0.02132316,1.0000
speckle,0.00147389,0.01398004,1.0000
speckle,-0.00185797,0.02551756,1.0000
speckle,-0.00237487,0.02731549,1.0000
speckle,-0.00308239,0.02146638,1.0000
speckle,0.00323065,0.02465008,1.0000
speckle,0.00175057,0.02646630,1.0000
speckle,0.00143610,0.02062574,1.0000
speckle,-0.00786810,0.01870213,1.0000
speckle,0.00301297,0.01178998,1.0000
speckle,-0.00925361,0.01052248,1.0000
speckle,-0.00354965,0.02868966,1.0000
speckle,0.00183198,0.01425774,1.0000
speckle,-0.00633680,0.02651020,1.0000
speckle,0.00861517,0.02113489,1.0000
speckle,0.00404930,0.02545942,1.0000
speckle,0.00819233,0.01739342,1.0000
speckle,-0.00018056,0.02798850,1.0000
speckle,-0.00749343,0.01849775,1.0000
speckle,-0.00651047,0.02176524,1.0000
speckle,0.00493324,0.01572130,1.0000
speckle,-0.00276333,0.02895738,1.0000
speckle,-0.00860868,0.02720775,1.0000
speckle,0.00676057,0.02598235,1.0000
speckle,-0.00862265,0.01131195,1.0000
speckle,0.00925009,0.01443603,1.0000
speckle,0.00700830,0.01171701,1.0000
speckle,0.00806362,0.01992292,1.0000
speckle,0.00041643,0.01706588,1.0000
speckle,-0.00649541,0.01900994,1.0000
speckle,0.00076894,0.01784000,1.0000
speckle,-0.00740312,0.02369582,1.0000
speckle,0.00745037,0.02934384,1.0000
speckle,0.00761617,0.02560647,1.0000
speckle,0.00452434,0.02428381,1.0000
speckle,0.00281373,0.02808689,1.0000
speckle,0.00929993,0.02178303,1.0000
speckle,0.00620714,0.02859793,1.0000
speckle,-0.00132867,0.01981350,1.0000
speckle,-0.00764591,0.01243725,1.0000
speckle,0.00102211,0.01123249,1.0000
speckle,0.00269254,0.02081562,1.0000
speckle,0.00750529,0.02324417,1.0000
speckle,-0.00692292,0.02326259,1.0000
speckle,0.00272731,0.01476243,1.0000
speckle,0.00337549,0.02666887,1.0000
speckle,0.00801190,0.01409594,1.0000
speckle,0.00704655,0.02015459,1.0000
speckle,-0.00008796,0.02428048,1.0000
speckle,-0.00684963,0.01862631,1.0000
speckle,-0.00656790,0.01253143,1.0000
speckle,-0.00405161,0.02315735,1.0000
speckle,0.00188062,0.02106645,1.0000
speckle,0.00352545,0.02390161,1.0000
speckle,0.00933313,0.02611989,1.0000
speckle,0.00650139,0.02740058,1.0000
speckle,0.00383318,0.02258536,1.0000
speckle,0.00132955,0.01814849,1.0000
speckle,0.00089437,0.02905760,1.0000
speckle,-0.00264497,0.01696933,1.0000
speckle,-0.00772579,0.01303505,1.0000
speckle,-0.00847968,0.01451276,1.0000
speckle,-0.00146278,0.02036602,1.0000
speckle,-0.00178697,0.01561725,1.0000
speckle,-0.00745949,0.02366731,1.0000
speckle,0.00106779,0.01055858,1.0000
speckle,-0.00460395,0.02574718,1.0000
speckle,-0.00174709,0.01112452,1.0000
speckle,0.00077297,0.01176231,1.0000
speckle,0.00209027,0.02789651,1.0000
speckle,-0.00457490,0.02590618,1.0000
speckle,0.00097404,0.01488006,1.0000
speckle,-0.00141278,0.01661826,1.0000
speckle,-0.00412680,0.02728046,1.0000
speckle,-0.00883906,0.01813644,1.0000
speckle,0.00170370,0.02604417,1.0000
speckle,0.00451581,0.02637551,1.0000
speckle,0.00774038,0.01097379,1.0000
speckle,0.00616068,0.02373083,1.0000
speckle,-0.00081341,0.01690532,1.0000
speckle,-0.00127467,0.02111554,1.0000
speckle,0.00346403,0.02267096,1.0000
speckle,0.00779359,0.01705871,1.0000
speckle,0.00289259,0.01974996,1.0000
speckle,-0.00673680,0.02936636,1.0000
speckle,-0.00793033,0.01307566,1.0000
speckle,0.00223086,0.01061188,1.0000
speckle,0.00226160,0.01911344,1.0000
speckle,0.00675662,0.02292052,1.0000
speckle,0.00766478,0.01377535,1.0000
speckle,0.00654187,0.02338497,1.0000
speckle,0.00238949,0.01588050,1.0000
speckle,-0.00176276,0.01787637,1.0000
speckle,-0.00779118,0.02195106,1.0000
speckle,-0.00290655,0.01117099,1.0000
speckle,-0.00205397,0.02691960,1.0000
speckle,-0.00402901,0.01299629,1.0000
speckle,0.00903171,0.01807657,1.0000
speckle,-0.00057503,0.01599377,1.0000
speckle,0.00398936,0.02756866,1.0000
speckle,-0.00338083,0.02788875,1.0000
speckle,-0.00686669,0.02547697,1.0000
speckle,0.00350397,0.01281186,1.0000
speckle,0.00576480,0.02887191,1.0000
speckle,-0.00780572,0.02501597,1.0000
speckle,-0.00212541,0.02521332,1.0000
speckle,0.00075469,0.01874649,1.0000
speckle,0.00503828,0.01628377,1.0000
speckle,0.00041536,0.01553933,1.0000
speckle,0.00829511,0.02729691,1.0000
speckle,0.00177653,0.02254774,1.0000
speckle,0.00537869,0.01831345,1.0000
speckle,0.00282878,0.01272376,1.0000
speckle,-0.00245194,0.01335359,1.0000
speckle,-0.00004443,0.01982679,1.0000
speckle,0.00345574,0.01116922,1.0000
speckle,-0.00821738,0.01736010,1.0000
speckle,0.00817343,0.02876580,1.0000
speckle,-0.00552190,0.02420589,1.0000
speckle,-0.00655421,0.02635939,1.0000
speckle,-0.00206277,0.01095662,1.0000
speckle,0.00039478,0.02475542,1.0000
speckle,0.00042263,0.02231444,1.0000
speckle,0.00188382,0.02734426,1.0000
speckle,-0.00089082,0.01239521,1.0000
speckle,0.00856885,0.01139737,1.0000
speckle,0.00512704,0.01046014,1.0000
speckle,-0.00263237,0.02450373,1.0000
speckle,-0.00775206,0.02424845,1.0000
speckle,0.00028267,0.01750646,1.0000
speckle,-0.00162227,0.01669011,1.0000
speckle,0.00866078,0.02239932,1.0000
speckle,-0.00398269,0.01319862,1.0000
speckle,-0.00659085,0.02437667,1.0000
speckle,0.00396883,0.01042860,1.0000
speckle,-0.00779829,0.01314955,1.0000
speckle,0.00710980,0.01555483,1.0000
speckle,-0.00454691,0.02473690,1.0000
speckle,0.00424010,0.02568091,1.0000
speckle,-0.00418932,0.02384798,1.0000
speckle,0.00561712,0.01575213,1.0000
speckle,-0.00881779,0.02782493,1.0000
speckle,0.00801327,0.01971826,1.0000
speckle,-0.00521802,0.02377654,1.0000
speckle,0.00564674,0.01411859,1.0000
speckle,0.00644521,0.01933218,1.0000
speckle,0.00628810,0.02177977,1.0000
speckle,0.00082704,0.02366999,1.0000
speckle,-0.00368975,0.02497270,1.0000
speckle,-0.00758263,0.01252629,1.0000
speckle,0.00809453,0.01315709,1.0000
speckle,-0.00765668,0.01984647,1.0000
speckle,0.00827806,0.02709058,1.0000
speckle,0.00754258,0.02033067,1.0000
speckle,0.00004227,0.02297099,1.0000
speckle,0.00865015,0.02589796,1.0000
speckle,0.00125701,0.01322171,1.0000
speckle,-0.00355823,0.02918443,1.0000
speckle,-0.00293649,0.01928538,1.0000
speckle,0.00512031,0.02494352,1.0000
speckle,-0.00121788,0.01451066,1.0000
speckle,-0.00314907,0.02007633,1.0000
speckle,-0.00090882,0.01577547,1.0000
speckle,0.00835021,0.01702845,1.0000
speckle,0.00380270,0.02004401,1.0000
speckle,0.00846658,0.01308790,1.0000
speckle,0.00468093,0.02954753,1.0000
speckle,0.00609054,0.01319242,1.0000
speckle,-0.00355665,0.02480833,1.0000
speckle,-0.00325361,0.01161160,1.0000
speckle,-0.00064031,0.02051190,1.0000
speckle,0.00107346,0.01391938,1.0000
speckle,-0.00892545,0.01119361,1.0000
speckle,-0.00506846,0.02458260,1.0000
speckle,-0.00589027,0.02896636,1.0000
speckle,-0.00641385,0.02944802,1.0000
speckle,-0.00110204,0.01947261,1.0000
speckle,-0.00226181,0.01764995,1.0000
speckle,-0.00856790,0.01279298,1.0000
speckle,0.00086446,0.01990579,1.0000
speckle,-0.00336609,0.02380816,1.0000
speckle,0.00001041,0.01183319,1.0000
speckle,0.00310438,0.01137894,1.0000
speckle,-0.00051440,0.01432758,1.0000
speckle,0.00345947,0.02623809,1.0000
speckle,0.00407552,0.01786650,1.0000
speckle,-0.00263373,0.01397789,1.0000
speckle,-0.00241735,0.02485127,1.0000
speckle,0.00294534,0.01096865,1.0000
speckle,0.00641826,0.02411032,1.0000
speckle,0.00828267,0.01528434,1.0000
speckle,0.00854827,0.01456543,1.0000
speckle,0.00254872,0.01266256,1.0000
speckle,0.00573906,0.01188342,1.0000
speckle,0.00793314,0.01719616,1.0000
speckle,0.00170856,0.02712494,1.0000
speckle,-0.00221932,0.01623429,1.0000
speckle,0.00390715,0.01635064,1.0000
speckle,0.00811358,0.01444255,1.0000
speckle,0.00178899,0.02217921,1.0000
speckle,-0.00039809,0.02602902,1.0000
speckle,0.00345027,0.01733104,1.0000
speckle,-0.00419940,0.02156419,1.0000
speckle,-0.00092264,0.02237109,1.0000
speckle,0.00642961,0.01936762,1.0000
speckle,-0.00766598,0.02485010,1.0000
speckle,0.00463066,0.02566137,1.0000
speckle,-0.00371216,0.01601316,1.0000
speckle,0.00187540,0.01992889,1.0000
speckle,0.00449119,0.02082911,1.0000
speckle,-0.00270824,0.02100004,1.0000
speckle,-0.00162891,0.01163509,1.0000
speckle,0.00057684,0.02012781,1.0000
speckle,0.00635195,0.01953755,1.0000
speckle,-0.00181475,0.02869178,1.0000
speckle,0.00932433,0.02599456,1.0000
speckle,-0.00694032,0.01740731,1.0000
speckle,0.00170635,0.01998334,1.0000
speckle,-0.00460361,0.01915308,1.0000
speckle,0.00897946,0.01456006,1.0000
speckle,-0.00700180,0.02781863,1.0000
speckle,0.00156738,0.01117370,1.0000
speckle,0.00789271,0.01445909,1.0000
speckle,0.00697374,0.01653696,1.0000
speckle,0.00106686,0.02832995,1.0000
speckle,-0.00114733,0.01592285,1.0000
speckle,-0.00353070,0.02857094,1.0000
speckle,0.00447073,0.02782068,1.0000
speckle,-0.00529515,0.01798905,1.0000
speckle,-0.00068951,0.01922073,1.0000
speckle,0.00419347,0.01992957,1.0000
speckle,-0.00928010,0.01064918,1.0000
speckle,-0.00182944,0.01827592,1.0000
speckle,0.00936272,0.02508901,1.0000
speckle,-0.00183833,0.01037240,1.0000
speckle,0.00877921,0.01762593,1.0000
speckle,0.00408051,0.01344385,1.0000
speckle,0.00925844,0.02683850,1.0000
speckle,-0.00714125,0.02906084,1.0000
speckle,0.00540394,0.02281337,1.0000
speckle,-0.00701129,0.02157195,1.0000
speckle,0.00804511,0.02695912,1.0000
speckle,0.00006477,0.02708511,1.0000
speckle,0.00069908,0.01962677,1.0000
speckle,0.00545456,0.02509362,1.0000
speckle,0.00546035,0.02191472,1.0000
speckle,-0.00568585,0.01051521,1.0000
speckle,-0.00377195,0.02541740,1.0000
speckle,0.00270432,0.02966702,1.0000
speckle,-0.00129929,0.01352234,1.0000
speckle,0.00489721,0.02776260,1.0000
speckle,-0.00186333,0.02905247,1.0000
speckle,-0.00878972,0.01559938,1.0000
speckle,-0.00277649,0.01479329,1.0000
speckle,0.00778594,0.01428833,1.0000
speckle,-0.00300703,0.02604063,1.0000
speckle,-0.00419020,0.02733866,1.0000
speckle,0.00117353,0.01248182,1.0000
speckle,0.00039207,0.01630017,1.0000
speckle,0.00677202,0.01870014,1.0000
speckle,-0.00755613,0.02905731,1.0000
speckle,-0.00599127,0.01086433,1.0000
speckle,-0.00209059,0.01485976,1.0000
speckle,0.00107781,0.01201396,1.0000
speckle,0.00483427,0.01066816,1.0000
speckle,0.00111129,0.02438126,1.0000
speckle,-0.00516013,0.01759954,1.0000
speckle,0.00236728,0.02056313,1.0000
speckle,-0.00783653,0.01826893,1.0000
speckle,-0.00304465,0.01708249,1.0000
speckle,-0.00260512,0.02940643,1.0000
speckle,0.00098672,0.02243322,1.0000
speckle,-0.00240128,0.02838179,1.0000
speckle,-0.00626191,0.02237970,1.0000
speckle,-0.00000676,0.02494129,1.0000
speckle,0.00792225,0.01434633,1.0000
speckle,0.00663965,0.01405237,1.0000
speckle,0.00355973,0.01682721,1.0000
speckle,-0.00006496,0.01978391,1.0000
speckle,-0.00072914,0.02038153,1.0000
speckle,-0.00044667,0.01740248,1.0000
speckle,-0.00545953,0.02559327,1.0000
speckle,-0.00140727,0.01434720,1.0000
speckle,0.00518049,0.01203240,1.0000
speckle,-0.00457143,0.02185494,1.0000
speckle,0.00159470,0.01456914,1.0000
speckle,0.00590368,0.02107472,1.0000
speckle,0.00864674,0.02295573,1.0000
speckle,0.00562961,0.01377563,1.0000
speckle,0.00538851,0.02688633,1.0000
speckle,-0.00579061,0.02209143,1.0000
speckle,-0.00915586,0.02604138,1.0000
speckle,0.00657107,0.01253064,1.0000
speckle,0.00687867,0.01094326,1.0000
speckle,0.00877993,0.01627166,1.0000
speckle,0.00887022,0.01998819,1.0000
speckle,-0.00646186,0.01174696,1.0000
speckle,0.00926507,0.02201195,1.0000
speckle,-0.00776382,0.02706173,1.0000
speckle,0.00046200,0.01793933,1.0000
speckle,0.00564429,0.01775878,1.0000
speckle,0.00600233,0.02627229,1.0000
speckle,0.00611975,0.02395829,1.0000
speckle,-0.00905129,0.02658137,1.0000
speckle,0.00903848,0.02307827,1.0000
speckle,0.00132891,0.01203751,1.0000
speckle,0.00904733,0.01963543,1.0000
speckle,0.00056993,0.02818947,1.0000
speckle,-0.00222930,0.02219408,1.0000
speckle,0.00135916,0.01925872,1.0000
speckle,-0.00505407,0.01907056,1.0000
speckle,0.00898280,0.02163025,1.0000
speckle,-0.00198521,0.01117406,1.0000
speckle,0.00328298,0.01140842,1.0000
speckle,0.00016764,0.01780691,1.0000
speckle,0.00123900,0.02932977,1.0000
speckle,0.00744114,0.02797673,1.0000
speckle,0.00226446,0.01939807,1.0000
speckle,0.00309397,0.02490668,1.0000
speckle,-0.00255612,0.02805111,1.0000
speckle,-0.00105409,0.01409210,1.0000
speckle,0.00504255,0.01978452,1.0000
speckle,-0.00926628,0.01254325,1.0000
speckle,-0.00308992,0.02344988,1.0000
speckle,-0.00759755,0.02902223,1.0000
speckle,0.00330743,0.01428868,1.0000
speckle,0.00579744,0.02446505,1.0000
speckle,0.00658090,0.01038929,1.0000
speckle,0.00876854,0.01852580,1.0000
speckle,-0.00300176,0.02016269,1.0000
speckle,0.00353177,0.02712919,1.0000
speckle,0.00350934,0.01844996,1.0000
speckle,-0.00821867,0.02830121,1.0000
speckle,0.00044642,0.02336688,1.0000
speckle,-0.00048348,0.02857022,1.0000
speckle,0.00001794,0.02943442,1.0000
speckle,-0.00039763,0.02640109,1.0000
speckle,0.00790413,0.02176853,1.0000
speckle,0.00619041,0.02870852,1.0000
speckle,0.00781715,0.02956147,1.0000
speckle,-0.00167843,0.01556791,1.0000
speckle,-0.00007174,0.01356339,1.0000
speckle,-0.00562563,0.01980604,1.0000
speckle,0.00638555,0.02306235,1.0000
speckle,0.00723839,0.02514517,1.0000
speckle,-0.00280778,0.01793794,1.0000
speckle,0.00699130,0.01541845,1.0000
speckle,-0.00310616,0.01892233,1.0000
speckle,0.00453863,0.01776921,1.0000
speckle,-0.00452548,0.02161733,1.0000
speckle,-0.00441654,0.01888680,1.0000
speckle,-0.00792783,0.01715951,1.0000
speckle,0.00241311,0.02462257,1.0000
speckle,-0.00422857,0.01890104,1.0000
speckle,-0.00872172,0.02268741,1.0000
speckle,-0.00464007,0.02532826,1.0000
speckle,-0.00486285,0.01990601,1.0000
speckle,0.00188970,0.01040787,1.0000
speckle,0.00422953,0.02347699,1.0000
speckle,0.00466310,0.02215614,1.0000
speckle,-0.00348137,0.01470362,1.0000
speckle,0.00232638,0.01675566,1.0000
speckle,-0.00889267,0.01885397,1.0000
speckle,0.00591714,0.01572536,1.0000
speckle,0.00689771,0.01093124,1.0000
speckle,0.00879534,0.02048456,1.0000
speckle,-0.00235757,0.02062266,1.0000
speckle,-0.00566403,0.02065335,1.0000
speckle,0.00798836,0.02155871,1.0000
speckle,-0.00589324,0.02207895,1.0000
speckle,-0.00474372,0.02195621,1.0000
speckle,-0.00370466,0.02466246,1.0000
speckle,-0.00859349,0.02812478,1.0000
speckle,0.00585474,0.01086601,1.0000
speckle,0.00879070,0.02728419,1.0000
speckle,-0.00775761,0.01032537,1.0000
speckle,0.00714233,0.01453741,1.0000
speckle,0.00584300,0.02400656,1.0000
speckle,0.00636250,0.01639599,1.0000
speckle,-0.00853728,0.02461903,1.0000
speckle,-0.00506733,0.02063948,1.0000
speckle,0.00247483,0.01867850,1.0000
speckle,-0.00198212,0.01575397,1.0000
speckle,-0.00137163,0.02371814,1.0000
speckle,0.00935872,0.02880599,1.0000
speckle,-0.00199100,0.01867854,1.0000
speckle,-0.00869796,0.01453716,1.0000
speckle,0.00671370,0.01294792,1.0000
speckle,-0.00026898,0.02625138,1.0000
speckle,0.00132308,0.01950602,1.0000
speckle,-0.00730456,0.02183592,1.0000
speckle,0.00531212,0.02404902,1.0000
speckle,0.00484863,0.01580334,1.0000
speckle,0.00593547,0.01133542,1.0000
speckle,-0.00020242,0.01117146,1.0000
speckle,0.00571885,0.01243740,1.0000
speckle,0.00702843,0.01666122,1.0000
speckle,-0.00203528,0.02924901,1.0000
speckle,-0.00446743,0.02739435,1.0000
speckle,-0.00045540,0.02259664,1.0000
speckle,-0.00496209,0.02648982,1.0000
speckle,-0.00137022,0.01541356,1.0000
speckle,0.00680957,0.01750137,1.0000
speckle,0.00386931,0.01947733,1.0000
speckle,0.00169279,0.02688725,1.0000
speckle,-0.00896897,0.02598610,1.0000
speckle,-0.00293396,0.02499358,1.0000
speckle,0.00265695,0.01385842,1.0000
speckle,-0.00880396,0.02505421,1.0000
speckle,-0.00885493,0.01812766,1.0000
speckle,0.00052372,0.01678193,1.0000
speckle,0.00481689,0.01147297,1.0000
speckle,-0.00779831,0.02671509,1.0000
speckle,0.00375245,0.02349588,1.0000
speckle,-0.00597213,0.02743110,1.0000
